iter	Accuracy	Logloss
248	0.7067397533	0.561379732
249	0.7067397533	0.5613792961
250	0.7067397533	0.5613730463
251	0.7067397533	0.561367464
252	0.7067397533	0.5613509234
253	0.7067397533	0.5613388757
254	0.7067397533	0.5613371116
255	0.7067397533	0.561334087
256	0.7067397533	0.5613283577
257	0.7067397533	0.5613232725
258	0.7067397533	0.5613201929
259	0.7067397533	0.5613107382
260	0.7067397533	0.5613066285
261	0.7067397533	0.5613007062
262	0.7067397533	0.5612965335
263	0.7067397533	0.561282305
264	0.7067397533	0.5612766679
265	0.7067397533	0.5612762188
266	0.7067397533	0.5612748175
267	0.7067397533	0.5612734213
268	0.7067397533	0.5612660889
269	0.7067397533	0.5612587936
270	0.7067397533	0.5612586768
271	0.7068020431	0.5612136907
272	0.7068020431	0.5612073246
273	0.7068020431	0.5612055572
274	0.7068020431	0.5611991988
275	0.7068020431	0.5611808048
276	0.7068020431	0.5611804449
277	0.7068020431	0.5611778659
278	0.7068020431	0.5611776323
279	0.7068643329	0.5611497307
280	0.7068643329	0.5611473773
281	0.7068643329	0.5611469775
282	0.7068643329	0.5611434002
283	0.7068643329	0.5611400995
284	0.7068643329	0.5611313464
285	0.7068643329	0.5611289246
286	0.7068643329	0.5611256979
287	0.7068643329	0.5611167395
288	0.7068643329	0.5611137242
289	0.7068643329	0.5611119325
290	0.7068643329	0.5611095008
291	0.7068643329	0.5611091918
292	0.7068643329	0.5610935017
293	0.7068643329	0.5610785852
294	0.7068643329	0.5610780282
295	0.7068643329	0.5610728057
296	0.7068643329	0.56106704
297	0.7068643329	0.5610665408
298	0.7068643329	0.5610481617
299	0.7068020431	0.5610402265
300	0.7068020431	0.5610387046
301	0.7068020431	0.5610368949
302	0.7068020431	0.5610362391
303	0.7068020431	0.5610288861
304	0.7068020431	0.5610241307
305	0.7068020431	0.5610213242
306	0.7068020431	0.5610171984
307	0.7068020431	0.5610133516
308	0.7068020431	0.5610055761
309	0.7068020431	0.5610051256
310	0.7068020431	0.5610041528
311	0.7068020431	0.5609903163
312	0.7068020431	0.5609867134
313	0.7068020431	0.5609858936
314	0.7068020431	0.5609854497
315	0.7068020431	0.5609840868
316	0.7068020431	0.5609816322
317	0.7068020431	0.5609772583
318	0.7068020431	0.5609769318
319	0.7068020431	0.5609746365
320	0.7068020431	0.5609738913
321	0.7068020431	0.5609738302
322	0.7068020431	0.560971178
323	0.7068020431	0.5609698361
324	0.7068020431	0.5609692926
325	0.7068020431	0.5609653015
326	0.7068020431	0.5609649491
327	0.7068020431	0.5609611577
328	0.7068020431	0.5609597411
329	0.7068020431	0.5609583946
330	0.7068020431	0.5609574934
331	0.7068020431	0.560953057
332	0.7068020431	0.5609528131
333	0.7068643329	0.5609470697
334	0.7068643329	0.5609454378
335	0.7069266226	0.5609406941
336	0.7068643329	0.5609362766
337	0.7068643329	0.5609356826
338	0.7068643329	0.5609316034
339	0.7068020431	0.5609272535
340	0.7068020431	0.5609190116
341	0.7068020431	0.5609162599
342	0.7068020431	0.5609154628
343	0.7068643329	0.5609089988
344	0.7068643329	0.560907635
345	0.7068643329	0.5609042047
346	0.7068643329	0.5608897636
347	0.7068643329	0.5608830105
348	0.7068643329	0.5608821959
349	0.7068643329	0.5608817243
350	0.7068643329	0.5608766155
351	0.7068643329	0.5608755224
352	0.7068643329	0.5608717191
353	0.7068643329	0.560871228
354	0.7068643329	0.5608701142
355	0.7068643329	0.5608553509
356	0.7068643329	0.5608477206
357	0.7068643329	0.5608476863
358	0.7068643329	0.5608266893
359	0.7068643329	0.5608223977
360	0.7069266226	0.560816515
361	0.7069266226	0.5608163037
362	0.7069266226	0.5608159548
363	0.7069266226	0.5608140337
364	0.7069266226	0.5608012841
365	0.7069266226	0.5607995025
366	0.7069266226	0.5607956553
367	0.7068643329	0.560789537
368	0.7068643329	0.5607892337
369	0.7068643329	0.5607882301
370	0.7068643329	0.5607799547
371	0.7068643329	0.5607783424
372	0.7068643329	0.5607750449
373	0.7068643329	0.5607592972
374	0.7068643329	0.560759108
375	0.7068643329	0.5607571396
376	0.7068643329	0.5607540037
377	0.7068643329	0.5607272024
378	0.7068643329	0.5607245194
379	0.7068643329	0.5607223344
380	0.7068643329	0.5607221807
381	0.7068643329	0.5607195914
382	0.7068643329	0.560716564
383	0.7068643329	0.5607162455
384	0.7068643329	0.560714258
385	0.7068643329	0.560714153
386	0.7068643329	0.5607139633
387	0.7069266226	0.5607132855
388	0.7069266226	0.5607116477
389	0.7069266226	0.5607109202
390	0.7069889124	0.5606850462
391	0.7069889124	0.560683822
392	0.7069889124	0.56067459
393	0.7069889124	0.56067265
394	0.7069889124	0.5606724687
395	0.7069889124	0.5606656961
396	0.7069889124	0.5606653782
397	0.7069889124	0.5606633186
398	0.7069889124	0.5606621857
399	0.7069889124	0.5606500533
400	0.7069889124	0.5606469637
401	0.7069889124	0.5606425182
402	0.7069266226	0.5606417193
403	0.7069266226	0.5606392835
404	0.7069266226	0.5606391912
405	0.7069266226	0.5606378655
406	0.7069266226	0.5606344286
407	0.7069266226	0.5606304961
408	0.7069266226	0.5606303869
409	0.7069266226	0.5606276555
410	0.7069266226	0.5606226619
411	0.7069266226	0.5606220647
412	0.7069266226	0.5606197931
413	0.7069266226	0.5606160123
414	0.7069266226	0.5606159212
415	0.7069266226	0.5606151848
416	0.7069266226	0.5606099912
417	0.7069266226	0.5606047382
418	0.7069266226	0.5605934652
419	0.7069266226	0.560592699
420	0.7069266226	0.5605906247
421	0.7069889124	0.5605792003
422	0.7069889124	0.5605784757
423	0.7069266226	0.5605748711
424	0.7069266226	0.5605734488
425	0.7069266226	0.5605708729
426	0.7069266226	0.5605678547
427	0.7069266226	0.5605678077
428	0.7069266226	0.5605625634
429	0.7069266226	0.5605621793
430	0.7069266226	0.5605601194
431	0.7069266226	0.5605599955
432	0.7068020431	0.5605530372
433	0.7069266226	0.5605398655
434	0.7069266226	0.5605367464
435	0.7069266226	0.560534638
436	0.7070512022	0.5605291804
437	0.7070512022	0.5605290801
438	0.7070512022	0.5605214038
439	0.707113492	0.560520776
440	0.7071757817	0.5605156401
441	0.7069266226	0.5604813528
442	0.7069266226	0.5604808792
443	0.7069266226	0.5604803603
444	0.7069266226	0.5604778335
445	0.7069266226	0.5604702762
446	0.7069266226	0.5604702749
447	0.7068643329	0.5604672734
448	0.7068643329	0.5604593995
449	0.7068643329	0.5604592967
450	0.7068643329	0.560457814
451	0.7068643329	0.5604571667
452	0.7068643329	0.5604549409
453	0.7069889124	0.5604488569
454	0.7069889124	0.5604486999
455	0.7069889124	0.5604392721
456	0.7069889124	0.5604362178
457	0.7070512022	0.5604329462
458	0.7071757817	0.5604268652
459	0.7070512022	0.5604227154
460	0.7070512022	0.5604226925
461	0.7070512022	0.5604137725
462	0.7070512022	0.5604137515
463	0.7070512022	0.5604111948
464	0.7070512022	0.5604104535
465	0.7070512022	0.5604102174
466	0.7070512022	0.5604083217
467	0.7070512022	0.560405213
468	0.7070512022	0.5604043372
469	0.7070512022	0.5603915748
470	0.7070512022	0.5603907135
471	0.7070512022	0.5603878905
472	0.7070512022	0.5603839721
473	0.7070512022	0.5603822032
474	0.7070512022	0.5603773175
475	0.7070512022	0.5603773117
476	0.7070512022	0.5603746488
477	0.7069889124	0.5603740302
478	0.7069889124	0.5603702744
479	0.7070512022	0.56036856
480	0.7069889124	0.5603678534
481	0.7069889124	0.5603676713
482	0.7069889124	0.5603666432
483	0.7069889124	0.5603640355
484	0.7069889124	0.5603623088
485	0.7069889124	0.560361251
486	0.7069889124	0.5603612266
487	0.7069889124	0.5603592373
488	0.7069889124	0.5603584479
489	0.7069889124	0.5603582336
490	0.7069889124	0.5603550251
491	0.7069889124	0.5603462044
492	0.7069889124	0.5603403959
493	0.7069889124	0.5603388226
494	0.7069889124	0.5603384081
495	0.7069889124	0.5603363726
496	0.7069889124	0.5603360733
497	0.7069889124	0.5603360023
498	0.7069889124	0.5603353465
499	0.7069889124	0.5603347036
500	0.7069889124	0.5603343056
501	0.7069889124	0.5603331469
502	0.7069889124	0.5603317721
503	0.7069889124	0.5603317539
504	0.7069889124	0.560330573
505	0.7070512022	0.5603271218
506	0.7070512022	0.5603271181
507	0.7070512022	0.5603228928
508	0.7070512022	0.5603226059
509	0.7069889124	0.560322501
510	0.7069889124	0.5603195594
511	0.7069889124	0.5603186234
512	0.7069889124	0.5603169654
513	0.7069889124	0.5603060078
514	0.7069889124	0.5603056453
515	0.7069889124	0.560305383
516	0.7069889124	0.5603052801
517	0.7070512022	0.5602978295
518	0.7070512022	0.5602977508
519	0.7069889124	0.560296889
520	0.7069889124	0.5602935118
521	0.7069889124	0.560293415
522	0.7069889124	0.5602933989
523	0.7069889124	0.5602897077
524	0.7069889124	0.5602884549
525	0.7069889124	0.5602819818
526	0.7069889124	0.5602815301
527	0.7069889124	0.5602812147
528	0.7069889124	0.5602811989
529	0.7069889124	0.5602810749
530	0.7069889124	0.5602802023
531	0.7069889124	0.5602733276
532	0.7069889124	0.5602690316
533	0.7069889124	0.5602687951
534	0.7069889124	0.5602684499
535	0.707113492	0.5602609136
536	0.707113492	0.5602586394
537	0.707113492	0.5602526447
538	0.707113492	0.5602492272
539	0.707113492	0.5602485261
540	0.707113492	0.5602460435
541	0.707113492	0.5602454769
542	0.707113492	0.5602445514
543	0.707113492	0.5602433238
544	0.707113492	0.5602420221
545	0.707113492	0.5602420066
546	0.707113492	0.5602351452
547	0.707113492	0.5602350904
548	0.707113492	0.5602348986
549	0.7071757817	0.5602325228
550	0.7071757817	0.5602290532
551	0.7072380715	0.5602289257
552	0.7072380715	0.5602280592
553	0.7072380715	0.5602254341
554	0.7073003613	0.560222968
555	0.7073003613	0.560222936
556	0.7073003613	0.5602186868
557	0.7073003613	0.560217818
558	0.7073003613	0.5602165987
559	0.7073003613	0.5602062931
560	0.7073003613	0.5602032105
561	0.7073626511	0.560199013
562	0.7073626511	0.5601988887
563	0.7073626511	0.5601985137
564	0.7074249408	0.5601926894
565	0.7074249408	0.5601901564
566	0.7074872306	0.5601900709
567	0.7075495204	0.560187354
568	0.7074872306	0.5601813553
569	0.7074249408	0.5601803003
570	0.7074249408	0.5601754631
571	0.7073003613	0.5601712899
572	0.7073003613	0.5601712279
573	0.7073003613	0.5601711985
574	0.7073003613	0.56016973
575	0.7073003613	0.5601695309
576	0.707113492	0.5601689513
577	0.707113492	0.5601630105
578	0.7071757817	0.560162484
579	0.7073003613	0.5601531308
580	0.7073626511	0.5601480368
581	0.7073626511	0.5601453272
582	0.7073626511	0.5601440162
583	0.7073626511	0.5601437728
584	0.7073626511	0.5601397988
585	0.7073626511	0.5601396836
586	0.7073003613	0.5601393709
587	0.7073626511	0.5601391333
588	0.7074249408	0.5601225864
589	0.7074249408	0.5601218608
590	0.7074249408	0.5601118994
591	0.7073626511	0.5601105457
592	0.7075495204	0.5601083324
593	0.7075495204	0.560107578
594	0.7075495204	0.5601069782
595	0.7075495204	0.5601066188
596	0.7075495204	0.5600965052
597	0.7076118101	0.5600938906
598	0.7076118101	0.5600936975
599	0.7076740999	0.5600860435
600	0.7076740999	0.5600830901
601	0.7076740999	0.5600829857
602	0.7074872306	0.56007776
603	0.7075495204	0.56007621
604	0.7074872306	0.5600757008
605	0.7074249408	0.5600687024
606	0.7074249408	0.5600629023
607	0.7074249408	0.5600626749
608	0.7074872306	0.5600589471
609	0.7074872306	0.5600584721
610	0.7074872306	0.5600573476
611	0.7074872306	0.5600554054
612	0.7074872306	0.5600552628
613	0.7074872306	0.5600551246
614	0.7075495204	0.5600482134
615	0.7075495204	0.5600481669
616	0.7075495204	0.5600437909
617	0.7075495204	0.5600434757
618	0.7075495204	0.5600361174
619	0.7075495204	0.5600360424
620	0.7075495204	0.5600360069
621	0.7076118101	0.5600330763
622	0.7076118101	0.5600328951
623	0.7074872306	0.5600318707
624	0.7074872306	0.5600263741
625	0.7074249408	0.5600174414
626	0.7076118101	0.55997381
627	0.7076118101	0.5599737765
628	0.7074872306	0.5599714287
629	0.7074872306	0.5599698636
630	0.7073626511	0.5599678797
631	0.7073626511	0.5599677031
632	0.7073626511	0.5599676476
633	0.7074249408	0.5599673317
634	0.7074249408	0.5599672004
635	0.7073626511	0.5599660949
636	0.7073626511	0.5599642957
637	0.7073626511	0.5599642811
638	0.7073626511	0.5599620956
639	0.7074249408	0.5599567422
640	0.7073626511	0.5599493154
641	0.7073626511	0.5599492978
642	0.7073626511	0.5599492667
643	0.7073626511	0.5599405474
644	0.7073626511	0.559939459
645	0.7073626511	0.5599393449
646	0.7073003613	0.5599364521
647	0.7073003613	0.5599310565
648	0.7073003613	0.5599309812
649	0.7073003613	0.5599294136
650	0.7073003613	0.5599243676
651	0.7073626511	0.5599235695
652	0.7073626511	0.5599233319
653	0.7073626511	0.5599229697
654	0.7073003613	0.5599226088
655	0.7073003613	0.5599222223
656	0.7073003613	0.5599199733
657	0.7073003613	0.5599199705
658	0.7073003613	0.5599134535
659	0.7073003613	0.5599119133
660	0.7073003613	0.5599114005
661	0.7073003613	0.5599073997
662	0.7073003613	0.559907285
663	0.7073003613	0.5599069412
664	0.7073003613	0.5599064169
665	0.7073003613	0.5599064061
666	0.7073003613	0.5599063004
667	0.7072380715	0.5599052042
668	0.7072380715	0.5599050195
669	0.7072380715	0.5598981706
670	0.7072380715	0.5598980836
671	0.7072380715	0.5598960302
672	0.7073003613	0.5598876089
673	0.7073003613	0.5598857053
674	0.7073003613	0.559885681
675	0.7073003613	0.5598855613
676	0.7073003613	0.5598843169
677	0.7073003613	0.5598833943
678	0.7073003613	0.5598791443
679	0.7073003613	0.559879061
680	0.7073003613	0.5598783253
681	0.7073003613	0.5598677226
682	0.7072380715	0.5598630264
683	0.7073003613	0.5598608193
684	0.7072380715	0.5598598187
685	0.7073003613	0.5598540609
686	0.7073003613	0.5598535078
687	0.7073003613	0.5598534987
688	0.7073003613	0.5598534264
689	0.7073003613	0.5598496568
690	0.7072380715	0.5598408294
691	0.7073003613	0.5598385409
692	0.7073003613	0.5598355438
693	0.7072380715	0.5598347793
694	0.707113492	0.5598304207
695	0.707113492	0.559829792
696	0.707113492	0.5598297405
697	0.707113492	0.5598262741
698	0.707113492	0.5598262719
699	0.707113492	0.5598241747
700	0.707113492	0.5598165358
701	0.7071757817	0.559815094
702	0.7071757817	0.5598150841
703	0.7071757817	0.5598146135
704	0.7071757817	0.5598145412
705	0.7071757817	0.5598130109
706	0.7071757817	0.5598102476
707	0.7071757817	0.559810097
708	0.7071757817	0.5598056346
709	0.7071757817	0.559798053
710	0.7071757817	0.559797495
711	0.7071757817	0.5597936884
712	0.7071757817	0.5597927039
713	0.7071757817	0.5597926168
714	0.7072380715	0.5597792691
715	0.7072380715	0.5597792673
716	0.7073003613	0.5597791451
717	0.7073003613	0.559778372
718	0.7073003613	0.5597692155
719	0.7073003613	0.5597632663
720	0.7071757817	0.5597616018
721	0.7071757817	0.559761526
722	0.7072380715	0.5597591555
723	0.7072380715	0.5597501559
724	0.7072380715	0.5597500891
725	0.7073626511	0.5597455997
726	0.7073626511	0.5597376994
727	0.7073626511	0.5597363555
728	0.7073626511	0.5597355582
729	0.7072380715	0.5597350095
730	0.7073003613	0.5597336987
731	0.7073626511	0.5597335926
732	0.7072380715	0.5597312767
733	0.7072380715	0.5597303619
734	0.7072380715	0.5597303004
735	0.7072380715	0.559728895
736	0.7071757817	0.5597287907
737	0.7072380715	0.5597198689
738	0.7073003613	0.559719608
739	0.7073003613	0.5597196056
740	0.7073003613	0.5597195416
741	0.7073003613	0.5597133012
742	0.7073626511	0.5597130876
743	0.7073626511	0.5597128359
744	0.7072380715	0.5597095954
745	0.7072380715	0.559709514
746	0.7072380715	0.5597094565
747	0.7072380715	0.5597093378
748	0.7073003613	0.5597076626
749	0.7073003613	0.5597075511
750	0.7073003613	0.5597019409
751	0.7074872306	0.559697611
752	0.7074872306	0.5596975301
753	0.7075495204	0.5596942157
754	0.7075495204	0.5596940607
755	0.7076118101	0.5596918161
756	0.7074872306	0.559687334
757	0.7075495204	0.5596839708
758	0.7075495204	0.5596839486
759	0.7076118101	0.5596823468
760	0.7076118101	0.5596820714
761	0.7075495204	0.5596775664
762	0.7075495204	0.5596772756
763	0.7075495204	0.5596755497
764	0.7075495204	0.5596754219
765	0.7075495204	0.5596733084
766	0.7074872306	0.5596707059
767	0.7076740999	0.5596698124
768	0.7074872306	0.5596678436
769	0.7074872306	0.5596676205
770	0.7075495204	0.5596670734
771	0.7076118101	0.5596609164
772	0.7076740999	0.5596563329
773	0.7076740999	0.5596561548
774	0.7076740999	0.5596553645
775	0.7076740999	0.5596552434
776	0.7076740999	0.559655151
777	0.7076740999	0.5596550322
778	0.7076740999	0.5596549386
779	0.7076740999	0.5596503074
780	0.7076740999	0.5596488392
781	0.7076740999	0.5596487825
782	0.7078609692	0.5596339361
783	0.7077986795	0.5596331442
784	0.7077986795	0.5596330845
785	0.7077986795	0.5596273029
786	0.7077986795	0.5596225136
787	0.7077363897	0.5596193573
788	0.7077363897	0.5596192492
789	0.7077363897	0.559619202
790	0.7077363897	0.559618402
791	0.7077986795	0.5596163938
792	0.7077986795	0.5596163846
793	0.7077986795	0.5596163157
794	0.7077986795	0.5596138741
795	0.7077986795	0.5596137797
796	0.7077986795	0.55960517
797	0.7078609692	0.5596030003
798	0.7078609692	0.5596028134
799	0.7078609692	0.5596020641
800	0.7078609692	0.5595947086
801	0.707923259	0.5595937039
802	0.7079855488	0.5595838999
803	0.7079855488	0.5595838916
804	0.7079855488	0.5595838206
805	0.7079855488	0.5595832094
806	0.7079855488	0.5595828306
807	0.7079855488	0.5595827454
808	0.7079855488	0.5595826398
809	0.7079855488	0.5595825614
810	0.7079855488	0.5595825076
811	0.707923259	0.5595796467
812	0.7079855488	0.5595767317
813	0.7078609692	0.5595765327
814	0.707923259	0.559576279
815	0.707923259	0.5595717437
816	0.707923259	0.5595711979
817	0.707923259	0.5595673177
818	0.7078609692	0.5595668078
819	0.7078609692	0.5595667713
820	0.707923259	0.5595663837
821	0.707923259	0.5595663831
822	0.707923259	0.5595655754
823	0.707923259	0.559565516
824	0.707923259	0.5595641276
825	0.707923259	0.5595640425
826	0.7078609692	0.5595577696
827	0.707923259	0.5595577659
828	0.7078609692	0.559557586
829	0.707923259	0.5595480277
830	0.707923259	0.5595477367
831	0.707923259	0.5595456435
832	0.7079855488	0.5595440284
833	0.707923259	0.55954161
834	0.707923259	0.559540085
835	0.707923259	0.5595400396
836	0.707923259	0.5595399271
837	0.707923259	0.5595396364
838	0.707923259	0.5595393759
839	0.7079855488	0.5595391928
840	0.7079855488	0.5595322157
841	0.7079855488	0.5595321048
842	0.707923259	0.5595319676
843	0.707923259	0.5595319658
844	0.707923259	0.5595319182
845	0.707923259	0.5595171764
846	0.7080478385	0.5595150281
847	0.7079855488	0.5595124159
848	0.7079855488	0.5595124084
849	0.7080478385	0.5595112104
850	0.7079855488	0.5595043046
851	0.7080478385	0.5595021353
852	0.7081101283	0.5594954613
853	0.7081101283	0.5594939766
854	0.7081101283	0.5594938065
855	0.7081724181	0.5594910086
856	0.7081724181	0.5594910065
857	0.7081724181	0.5594845322
858	0.7082969976	0.5594705968
859	0.7082347079	0.5594600293
860	0.7082347079	0.5594528734
861	0.7081724181	0.5594516026
862	0.7082969976	0.5594481729
863	0.7082969976	0.5594481399
864	0.7082969976	0.5594480374
865	0.7083592874	0.5594433994
866	0.7083592874	0.559442879
867	0.7083592874	0.5594428132
868	0.7083592874	0.5594416686
869	0.7082969976	0.5594408676
870	0.7083592874	0.5594405132
871	0.7083592874	0.5594404729
872	0.7083592874	0.5594385173
873	0.7083592874	0.5594384788
874	0.7082969976	0.5594324158
875	0.7082969976	0.5594309309
876	0.7082969976	0.5594309155
877	0.7084215772	0.5594305486
878	0.7084215772	0.5594296097
879	0.7084215772	0.5594295959
880	0.7084215772	0.5594295535
881	0.7083592874	0.5594238327
882	0.7083592874	0.559422542
883	0.7083592874	0.5594225318
884	0.7084215772	0.5594225289
