iter	Accuracy	Logloss
885	0.7084215772	0.5594189928
886	0.7083592874	0.5594186238
887	0.7083592874	0.5594185525
888	0.7083592874	0.5594179433
889	0.7084215772	0.5594130321
890	0.7084215772	0.5594130309
891	0.7084215772	0.5594128936
892	0.7084215772	0.5594124638
893	0.7084215772	0.5594117217
894	0.7084215772	0.5594117126
895	0.7084838669	0.5594113345
896	0.7084838669	0.5594109638
897	0.7084838669	0.5594109546
898	0.7084838669	0.5594108242
899	0.7084838669	0.5594107639
900	0.7084838669	0.5594107493
901	0.7084838669	0.5594107481
902	0.7084838669	0.559410626
903	0.7084838669	0.5594061798
904	0.7084838669	0.5594059666
905	0.7084838669	0.5594004834
906	0.7083592874	0.5593965692
907	0.7083592874	0.559395983
908	0.7083592874	0.5593959725
909	0.7084215772	0.5593958911
910	0.7084215772	0.5593958806
911	0.7083592874	0.5593955422
912	0.7083592874	0.5593945738
913	0.7083592874	0.5593934262
914	0.7083592874	0.5593830031
915	0.7083592874	0.55938261
916	0.7083592874	0.5593814218
917	0.7082969976	0.5593800748
918	0.7081724181	0.5593772149
919	0.7081101283	0.5593764023
920	0.7081101283	0.5593738816
921	0.7081101283	0.559371232
922	0.7081101283	0.5593711323
923	0.7081101283	0.5593708799
924	0.7081101283	0.5593686133
925	0.7081724181	0.5593681534
926	0.7081101283	0.5593620851
927	0.7081101283	0.559361843
928	0.7081101283	0.5593617498
929	0.7081101283	0.5593592253
930	0.7081724181	0.5593591711
931	0.7081724181	0.5593591435
932	0.7081724181	0.5593563225
933	0.7081724181	0.5593562759
934	0.7081724181	0.5593518361
935	0.7081101283	0.5593518192
936	0.7081724181	0.5593505302
937	0.7081724181	0.5593505091
938	0.7081724181	0.559350312
939	0.7081101283	0.5593452061
940	0.7081724181	0.5593450254
941	0.7081101283	0.5593428378
942	0.7081724181	0.559337771
943	0.7081724181	0.559337716
944	0.7081724181	0.5593357345
945	0.7081724181	0.5593356348
946	0.7081724181	0.5593339072
947	0.7081724181	0.5593336158
948	0.7081724181	0.5593324636
949	0.7081724181	0.5593324564
950	0.7081724181	0.5593286838
951	0.7081724181	0.5593258094
952	0.7082347079	0.5593254323
953	0.7082347079	0.5593250529
954	0.7082347079	0.5593226174
955	0.7082347079	0.5593126236
956	0.7082347079	0.5593125752
957	0.7082347079	0.5593091426
958	0.7082969976	0.5593030071
959	0.7082969976	0.5593011321
960	0.7082969976	0.5593010488
961	0.7084215772	0.5592974435
962	0.7084215772	0.5592971484
963	0.7084215772	0.5592912178
964	0.7083592874	0.5592904816
965	0.7083592874	0.5592889992
966	0.7084215772	0.5592871515
967	0.7084215772	0.5592823719
968	0.7084215772	0.559282357
969	0.7084215772	0.5592822888
970	0.7084838669	0.5592635478
971	0.7084838669	0.5592629106
972	0.7085461567	0.5592624608
973	0.7085461567	0.5592621538
974	0.7084838669	0.5592608914
975	0.7084838669	0.5592605185
976	0.7084838669	0.5592605181
977	0.7084838669	0.559260267
978	0.7084838669	0.5592561236
979	0.7084215772	0.5592560804
980	0.7084215772	0.5592560804
981	0.7084215772	0.5592559368
982	0.7084838669	0.5592551328
983	0.7084838669	0.5592550056
984	0.7084838669	0.5592550055
985	0.7085461567	0.5592540258
986	0.7085461567	0.559253974
987	0.7085461567	0.5592539723
988	0.7085461567	0.5592483627
989	0.7084838669	0.5592436094
990	0.7084838669	0.5592436094
991	0.7084838669	0.5592435982
992	0.7085461567	0.5592435071
993	0.7085461567	0.5592434651
994	0.7084838669	0.5592432907
995	0.7084838669	0.5592432894
996	0.7084838669	0.5592432312
997	0.7084838669	0.5592426963
998	0.7085461567	0.5592418303
999	0.7085461567	0.5592417737
